coordinates,coordinates.coordinates,coordinates.type,created_at,geo,geo.coordinates,geo.type,id,place.bounding_box.coordinates,place.bounding_box.type,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,text,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
,,,Sun Jan 13 03:27:57 +0000 2019,,,,1084290931006746625,"[[[-118.719985, 34.105958], [-118.605227, 34.105958], [-118.605227, 34.168562], [-118.719985, 34.168562]]]",Polygon,[],United States,US,"Calabasas, CA",575c6d4e1b73546d,Calabasas,city,https://api.twitter.com/1.1/geo/id/575c6d4e1b73546d.json,Southbound 101 freeway still closed at lost hills. Agoura Road is jam southbound. Heading to the Civic arts Plaza f… https://t.co/tWzhAVh47x,False,Sun Nov 09 04:02:49 +0000 2014,True,False,"Litigation atty.; Rail safety and transportation consultant; former moorpark city council member, metrolink board member,Regional Council SCAG, VCTC",[],"[{'expanded_url': 'http://www.millhousestrategies.com', 'url': 'https://t.co/MRCMBtTlTR', 'indices': [0, 23], 'display_url': 'millhousestrategies.com'}]",3470,False,323,False,548,True,False,2894377309,2894377309,False,False,en,6,"Westlake Village, CA",Keith Millhouse,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/609365572220948481/0o3zrRw0_normal.jpg,https://pbs.twimg.com/profile_images/609365572220948481/0o3zrRw0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,keith_millhouse,5693,,none,https://t.co/MRCMBtTlTR,,False
,"[-112.0829, 33.68369]",Point,Sun Jan 13 03:11:01 +0000 2019,,"[33.68369, -112.0829]",Point,1084286670017622016,"[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]",Polygon,[],United States,US,"Phoenix, AZ",5c62ffb0f0f3479d,Phoenix,city,https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json,Road closed due to broken water main in #Phoenix on 7th Ave Both NB/SB at Deer Vly Rd #PHXtraffic https://t.co/hUIi7YWVvM,False,Wed Feb 09 22:48:40 +0000 2011,False,False,Call in your Traffic Problems - 602-374-6300,[],"[{'expanded_url': 'http://TTWnetwork.com', 'url': 'http://t.co/8EKZi4k5rI', 'indices': [0, 22], 'display_url': 'TTWnetwork.com'}]",61,False,1974,False,187,True,False,249856377,249856377,False,False,en,131,"Phoenix, AZ",TTN Phoenix,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,https://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,0084B4,C0DEED,DDEEF6,333333,True,False,TotalTrafficPHX,119849,,none,http://t.co/8EKZi4k5rI,,False
,,,Sun Jan 13 01:32:58 +0000 2019,,,,1084261992427413504,"[[[-77.064086, 38.979735], [-76.97162, 38.979735], [-76.97162, 39.036964], [-77.064086, 39.036964]]]",Polygon,[],United States,US,"Silver Spring, MD",6417871953fa5e86,Silver Spring,city,https://api.twitter.com/1.1/geo/id/6417871953fa5e86.json,Manchester road off Wayne avenue is closed off by police. Giving traffic delivery updated as I see them,False,Fri Jun 04 22:16:11 +0000 2010,False,False,"As we grow we learn, and as we learn, we grow. 
Age is not something to feel bad about.
There is always a light at the end of the Tunnel",[],,6371,False,82,False,102,True,True,152030513,152030513,False,False,en,1,"D.C. Born, Silver spring now",Daniel Smith,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,https://pbs.twimg.com/profile_banners/152030513/1520733769,http://pbs.twimg.com/profile_images/974826780006731776/cU3_LqtN_normal.jpg,https://pbs.twimg.com/profile_images/974826780006731776/cU3_LqtN_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,Afroleus,4594,,none,,,False
,,,Sun Jan 13 01:14:39 +0000 2019,,,,1084257383130513408,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]",Polygon,[],United States,US,"Pennsylvania, USA",dd9c503d6c35364b,Pennsylvania,admin,https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json,West Hempfield Township Police confirm fatal accident on Marietta Avenue in Lancaster County. The road is currently… https://t.co/ftHm6cR2DU,False,Fri Jun 03 14:33:33 +0000 2011,False,False,@FOX43 🎥 Reporter • Multimedia Journalist • News junkie • 🌴 South FL gal 🐊• ❤️ My rescues • PSU Alum •🗣 Bilingual: English-Spanish • 📩 Jcarbonare@fox43.com,[],"[{'expanded_url': 'https://www.facebook.com/JossieCarbonare/', 'url': 'https://t.co/L6NErROxf6', 'indices': [0, 23], 'display_url': 'facebook.com/JossieCarbonar…'}]",946,False,925,False,2990,True,False,310302253,310302253,False,False,en,23,FL ✈️ NYC ✈️  PA,Jossie Carbonare,False,EC8EDB,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,https://pbs.twimg.com/profile_banners/310302253/1501822400,http://pbs.twimg.com/profile_images/943245389502619648/R7bLl9-f_normal.jpg,https://pbs.twimg.com/profile_images/943245389502619648/R7bLl9-f_normal.jpg,F5ABB5,FFFFFF,812041,DC344B,False,False,JossieCarbonare,2383,,none,https://t.co/L6NErROxf6,,True
,"[-117.25225918, 32.91935537]",Point,Sat Jan 12 23:39:08 +0000 2019,,"[32.91935537, -117.25225918]",Point,1084233344831901696,"[[[-117.282538, 32.53962], [-116.9274403, 32.53962], [-116.9274403, 33.0804044], [-117.282538, 33.0804044]]]",Polygon,[],United States,US,"San Diego, CA",a592bd6ceb1319f7,San Diego,city,https://api.twitter.com/1.1/geo/id/a592bd6ceb1319f7.json,"I suspected the trails would be closed, but it’s OK. The road offers enough nature fix...much needed today. 💔 (@ To… https://t.co/aLYGiFbdCL",False,Mon Oct 05 05:31:34 +0000 2009,False,False,"Experience-er :) resister, Travel, hiking, food, cars, coffee, dance, fashion boutique owner, #hashtagabuse #BA75 #NASASocial",[],"[{'expanded_url': 'http://www.gitanablog.com', 'url': 'https://t.co/0blGIRmeRE', 'indices': [0, 23], 'display_url': 'gitanablog.com'}]",27068,False,95966,False,53752,True,False,79930408,79930408,False,False,en,3903,Wandering So-Cal-ian,Gina Stark ✈,False,6F1F04,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/79930408/1538152045,http://pbs.twimg.com/profile_images/1058041809153097728/KOr9NTcJ_normal.jpg,https://pbs.twimg.com/profile_images/1058041809153097728/KOr9NTcJ_normal.jpg,20B3B3,540509,470A3E,DE9210,True,False,SuuperG,134759,,none,https://t.co/0blGIRmeRE,,False
,"[-87.486176, 33.170586]",Point,Sat Jan 12 22:32:32 +0000 2019,,"[33.170586, -87.486176]",Point,1084216585206878208,"[[[-87.626729, 33.098411], [-87.440084, 33.098411], [-87.440084, 33.29479], [-87.626729, 33.29479]]]",Polygon,[],United States,US,"Tuscaloosa, AL",3a22597bb94d08bd,Tuscaloosa,city,https://api.twitter.com/1.1/geo/id/3a22597bb94d08bd.json,Major Crash on US11 SB @ MP83.8 at Hargrove Rd E in Tuscaloosa. Road closed. Seek alternate route. More details: https://t.co/363ni1q7XY,False,Thu Apr 25 12:37:19 +0000 2013,False,False,"Tweets from the ALGO Traffic System, a service of the Alabama Dpt. of Transportation. Follow for construction, incident, and alert updates!",[],"[{'expanded_url': 'http://algotraffic.com', 'url': 'https://t.co/E1lpxNfzL8', 'indices': [0, 23], 'display_url': 'algotraffic.com'}]",0,False,2379,False,26,True,False,1379350632,1379350632,False,False,en,49,Alabama,algotraffic,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1379350632/1472842001,http://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,https://pbs.twimg.com/profile_images/771377976944373760/Jl7abKnz_normal.jpg,1E824C,000000,000000,000000,False,False,AlgoTraffic,86402,,none,https://t.co/E1lpxNfzL8,,False
,,,Sat Jan 12 22:32:05 +0000 2019,,,,1084216474636447744,"[[[-118.932832, 34.257033], [-118.820164, 34.257033], [-118.820164, 34.309133], [-118.932832, 34.309133]]]",Polygon,[],United States,US,"Moorpark, CA",d33ae8dc83295778,Moorpark,city,https://api.twitter.com/1.1/geo/id/d33ae8dc83295778.json,"Northbound US 101 at Las Virgenes Road is OPEN, but slow because the southbound lanes will remain closed for an inv… https://t.co/QOokrzqoUD",False,Thu Feb 04 03:05:41 +0000 2016,False,False,"Account not monitored. Emergency events, call 9-1-1. Non-emergency issues, CHP Ventura Communications Center (805) 477-4174. CHP Moorpark office (805) 553-0800",[],"[{'expanded_url': 'http://chp.ca.gov', 'url': 'https://t.co/f4OAhWkn6X', 'indices': [0, 23], 'display_url': 'chp.ca.gov'}]",3730,False,3795,False,217,True,True,695080757400764417,695080757400764417,False,False,en,117,"Moorpark, CA",CHP Moorpark,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/695080757400764417/1485471970,http://pbs.twimg.com/profile_images/1083805716115218432/cxEuxSjw_normal.jpg,https://pbs.twimg.com/profile_images/1083805716115218432/cxEuxSjw_normal.jpg,1B95E0,000000,000000,000000,False,False,CHPMoorpark,3777,,none,https://t.co/f4OAhWkn6X,,False
,,,Sat Jan 12 22:19:39 +0000 2019,,,,1084213343865442304,"[[[-88.451199, 44.221575], [-88.335679, 44.221575], [-88.335679, 44.33491], [-88.451199, 44.33491]]]",Polygon,[],United States,US,"Appleton, WI",20b60eedd781650d,Appleton,city,https://api.twitter.com/1.1/geo/id/20b60eedd781650d.json,"Romer Rd will be closed between Glendale and Northland for the next couple hours due to a crash, No injuries. Thank… https://t.co/BAv5gbDiFz",False,Mon Apr 30 21:47:23 +0000 2012,False,False,Compassion * Integrity * Courage,[],"[{'expanded_url': 'http://www.appleton.org/residents/police', 'url': 'https://t.co/9KaQaSQ5Sy', 'indices': [0, 23], 'display_url': 'appleton.org/residents/poli…'}]",4419,False,7080,False,526,True,False,567582950,567582950,False,False,en,128,"Appleton, WI",Appleton Police,False,131516,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,https://pbs.twimg.com/profile_banners/567582950/1364600245,http://pbs.twimg.com/profile_images/2179823028/apdpatch2_normal.jpg,https://pbs.twimg.com/profile_images/2179823028/apdpatch2_normal.jpg,009999,FFFFFF,C0DFEC,333333,True,False,AppletonPD_WI,6198,,none,https://t.co/9KaQaSQ5Sy,,True
,"[-117.8511, 34.35686]",Point,Sat Jan 12 22:13:01 +0000 2019,,"[34.35686, -117.8511]",Point,1084211674805137408,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]",Polygon,[],United States,US,"California, USA",fbd6d2f5a4e4a15e,California,admin,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,All eastbound lanes are closed due to snow and ice on the road. in #Valyermo on Angeles Crest Hwy EB between CA-39 and Big Pines Hwy,False,Wed Aug 12 21:43:18 +0000 2009,False,False,Providing you #LIVE #traffic updates for your #SoCal drive! Got a tip? Tell us about it on the @RalphsGrocery Saving You Time Traffic Line: (888) 500-5003,[],"[{'expanded_url': 'http://totaltrafficla.com', 'url': 'https://t.co/JwhaVm9kQy', 'indices': [0, 23], 'display_url': 'totaltrafficla.com'}]",86,False,18017,False,532,True,False,65171105,65171105,False,False,en,718,Southern California,Total Traffic LA,False,BADFCD,http://abs.twimg.com/images/themes/theme12/bg.gif,https://abs.twimg.com/images/themes/theme12/bg.gif,False,https://pbs.twimg.com/profile_banners/65171105/1409546470,http://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,https://pbs.twimg.com/profile_images/511290019365928960/Lf6blr9Y_normal.jpeg,1100FF,F2E195,FFF7CC,0C3E53,True,False,TotalTrafficLA,239386,,none,https://t.co/JwhaVm9kQy,,False
,,,Sat Jan 12 21:37:00 +0000 2019,,,,1084202611597701120,"[[[-122.582956, 45.401455], [-122.575341, 45.401455], [-122.575341, 45.406516], [-122.582956, 45.406516]]]",Polygon,[],United States,US,"Johnson City, OR",1935c6ee33c29832,Johnson City,city,https://api.twitter.com/1.1/geo/id/1935c6ee33c29832.json,@alaska511 It would help to know which road is closed.,False,Sun Apr 03 01:17:28 +0000 2011,True,False,"Lives in Anchorage, AK; loves motorcycling, camping, sailing, bicycling, music; works for the State of Alaska as a Wage and Hour Investigator.",[],,131,False,14,False,70,True,False,276274144,276274144,False,False,en,2,"Anchorage, AK",Joy Hartlieb,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/1298642126/Tulips_normal.jpg,https://pbs.twimg.com/profile_images/1298642126/Tulips_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,jhartlieb,42,,none,,,False
,,,Sat Jan 12 21:31:31 +0000 2019,,,,1084201230442876930,"[[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]]",Polygon,[],United States,US,"Massachusetts, USA",cd450c94084cbf9b,Massachusetts,admin,https://api.twitter.com/1.1/geo/id/cd450c94084cbf9b.json,"Single vehicle crash roll over River Road in the area of number 66. Roadway will be closed temporarily, expect dela… https://t.co/iblogZzF2w",False,Fri Nov 30 18:01:16 +0000 2012,False,False,"Official Twitter of the Sturbridge Police Dept. 
346 Main Street
Sturbridge, MA 01566 
Phone: (508) 347-2525
Fax: (508) 347-7904  
Account not monitored 24/7",[],"[{'expanded_url': 'http://www.town.sturbridge.ma.us/police', 'url': 'https://t.co/xQWGMLIIbw', 'indices': [0, 23], 'display_url': 'town.sturbridge.ma.us/police'}]",207,False,5235,False,160,True,False,980947681,980947681,False,False,en,109,"Sturbridge, MA",Sturbridge Police Dept.,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/980947681/1531965872,http://pbs.twimg.com/profile_images/489837669518540801/7R-H3FgJ_normal.jpeg,https://pbs.twimg.com/profile_images/489837669518540801/7R-H3FgJ_normal.jpeg,990000,EEEEEE,EFEFEF,333333,True,False,Sturbridge_PD,1781,,none,https://t.co/xQWGMLIIbw,,False
,,,Sat Jan 12 21:29:44 +0000 2019,,,,1084200781903945728,"[[[-88.097892, 37.771743], [-84.78458, 37.771743], [-84.78458, 41.761368], [-88.097892, 41.761368]]]",Polygon,[],United States,US,"Indiana, USA",1010ecfa7d3a40f8,Indiana,admin,https://api.twitter.com/1.1/geo/id/1010ecfa7d3a40f8.json,Cougar fans traveling to Lakeland for the Girls NECC championship game. State Road 9 is closed in Wolcottville due… https://t.co/Be4mIPlhAM,False,Tue Apr 07 22:13:19 +0000 2009,True,False,"Firefighter, avid hunter, fisherman, comedian, minister and all around awesome guy!",[],,157,False,169,False,483,True,True,29560566,29560566,False,False,en,2,Indiana,Justin Stump,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/29560566/1547180240,http://pbs.twimg.com/profile_images/1083578579147988999/xoo5I_kr_normal.jpg,https://pbs.twimg.com/profile_images/1083578579147988999/xoo5I_kr_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,JustinStump,221,,none,,,False
,"[-96.70003, 32.7939]",Point,Sat Jan 12 19:13:26 +0000 2019,,"[32.7939, -96.70003]",Point,1084166479585689601,"[[[-96.977527, 32.620678], [-96.54598, 32.620678], [-96.54598, 33.019039], [-96.977527, 33.019039]]]",Polygon,[],United States,US,"Dallas, TX",18810aa5b43e76c7,Dallas,city,https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json,"Road construction, right lane closed in #Dallas on 30 EB approaching Jim Miller Rd, stop and go traffic back to Lawnview Ave #DFWTraffic",False,Thu May 21 21:15:33 +0000 2009,False,False,Total Traffic Network for Dallas/Fort Worth-Call us to report traffic delays: 214-866-8888,[],"[{'expanded_url': 'http://www.totaltraffic.com/', 'url': 'http://t.co/vThEPeuicN', 'indices': [0, 22], 'display_url': 'totaltraffic.com'}]",191,False,12096,False,372,True,False,41679815,41679815,False,False,en,286,Dallas/Fort Worth,Total Traffic DFW,False,51EDC6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/439092889390309376/gmZyQ8YO_normal.png,https://pbs.twimg.com/profile_images/439092889390309376/gmZyQ8YO_normal.png,402A17,4A2C1E,60F0D3,42301C,True,False,TotalTrafficDFW,275709,,none,http://t.co/vThEPeuicN,,False
,,,Sat Jan 12 18:28:14 +0000 2019,,,,1084155107057516544,"[[[-90.529632, 38.437456], [-90.423923, 38.437456], [-90.423923, 38.541479], [-90.529632, 38.541479]]]",Polygon,[],United States,US,"Murphy, MO",c79eed7858abe65e,Murphy,city,https://api.twitter.com/1.1/geo/id/c79eed7858abe65e.json,"I’m waiting for Josie to walk to me at a point where the road is closed off by a snow plow that went off the road,… https://t.co/60pj6BenoV",False,Thu Mar 19 06:56:23 +0000 2009,False,False,he’s stupid and his big ugly face is as dumb as a butt.,[],,2338,False,175,False,183,True,True,25253027,25253027,False,False,en,6,"St Louis, MO",ダニエル,False,FF0091,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,https://pbs.twimg.com/profile_banners/25253027/1543685113,http://pbs.twimg.com/profile_images/1084694518845317120/SNhgUOp8_normal.jpg,https://pbs.twimg.com/profile_images/1084694518845317120/SNhgUOp8_normal.jpg,FF0091,000000,DAECF4,663B12,True,False,hamburgersaurus,29345,,none,,,False
,"[-71.09265, 42.35725]",Point,Sat Jan 12 17:43:49 +0000 2019,,"[42.35725, -71.09265]",Point,1084143929560367104,"[[[-71.160356, 42.352429], [-71.064398, 42.352429], [-71.064398, 42.4039663], [-71.160356, 42.4039663]]]",Polygon,[],United States,US,"Cambridge, MA",8193d87541f11dfb,Cambridge,city,https://api.twitter.com/1.1/geo/id/8193d87541f11dfb.json,Closed due to road construction in #Cambridge on Memorial Dr WB before Mass Ave and Vassar St #traffic https://t.co/AoTr5OKtFq,False,Tue Feb 08 23:36:19 +0000 2011,True,False,,[],,0,False,3159,False,1,True,False,249393984,249393984,False,False,en,137,"Boston, MA",TTWN Boston,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/439089134884253696/iOThgitH_normal.png,https://pbs.twimg.com/profile_images/439089134884253696/iOThgitH_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,TotalTrafficBOS,58013,,none,,,False
,"[-122.334, 47.61772]",Point,Sat Jan 12 17:43:45 +0000 2019,,"[47.61772, -122.334]",Point,1084143911780667398,"[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]]",Polygon,[],United States,US,"Seattle, WA",300bcc6e23a88361,Seattle,city,https://api.twitter.com/1.1/geo/id/300bcc6e23a88361.json,Closed due to road construction in #Seattle on Virginia St Both EB/WB between Boren Ave and Minor Ave #traffic https://t.co/12UyGMOG9h,False,Wed Feb 09 23:51:14 +0000 2011,False,False,"Watching and reporting traffic and transit in Seattle, Tacoma, Bellevue, Everett, and all across Western Washington!",[],"[{'expanded_url': 'http://www.ttwnetwork.com/', 'url': 'http://t.co/qFuCRcZ4jU', 'indices': [0, 22], 'display_url': 'ttwnetwork.com'}]",17777,False,3898,False,394,True,False,249879158,249879158,False,False,en,222,"Seattle, WA",Total Traffic SEA,False,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/249879158/1402602682,http://pbs.twimg.com/profile_images/439100269163343872/ZX146Lpz_normal.png,https://pbs.twimg.com/profile_images/439100269163343872/ZX146Lpz_normal.png,357AC4,000000,DDEEF6,333333,True,False,TotalTrafficSEA,173869,,none,http://t.co/qFuCRcZ4jU,,False
,,,Sat Jan 12 16:49:29 +0000 2019,,,,1084130255495933954,"[[[-106.645646, 25.837092], [-93.508131, 25.837092], [-93.508131, 36.500695], [-106.645646, 36.500695]]]",Polygon,[],United States,US,"Texas, USA",e0060cda70f5f341,Texas,admin,https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json,@FAIRImmigration @NBCNews @JuliaEAinsley You must not get the same news I get.  Remember all the people who died wh… https://t.co/pYLMBCHbtl,False,Fri Jul 03 16:32:08 +0000 2015,True,True,,[],,211,False,1,False,13,True,False,3267305485,3267305485,False,False,en,0,,Cynthia Perez,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,CpCyperez2,300,,none,,,False
,,,Sat Jan 12 16:25:51 +0000 2019,,,,1084124308950130688,"[[[-98.778559, 29.141956], [-98.302744, 29.141956], [-98.302744, 29.693046], [-98.778559, 29.693046]]]",Polygon,[],United States,US,"San Antonio, TX",3df4f427b5a60fea,San Antonio,city,https://api.twitter.com/1.1/geo/id/3df4f427b5a60fea.json,TRAFFIC ALERT UPDATE: The OSB sustained heavy damage and will need to be taken down for #safety reasons. That means… https://t.co/c1kU25HGak,False,Tue Apr 28 16:49:18 +0000 2009,False,False,,[],"[{'expanded_url': 'http://www.txdot.gov', 'url': 'https://t.co/n2zfuCkA2V', 'indices': [0, 23], 'display_url': 'txdot.gov'}]",3181,False,36356,False,320,True,True,36114729,36114729,False,False,en,456,"San Antonio, Texas",TxDOT San Antonio,False,2E1908,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/36114729/1544129185,http://pbs.twimg.com/profile_images/971506538325028864/24ypBpkW_normal.jpg,https://pbs.twimg.com/profile_images/971506538325028864/24ypBpkW_normal.jpg,14375A,FFFFFF,DDFFCC,333333,True,False,TxDOTSanAntonio,9897,,none,https://t.co/n2zfuCkA2V,,False
,"[-88.84285, 41.34555]",Point,Sat Jan 12 16:24:21 +0000 2019,,"[41.34555, -88.84285]",Point,1084123929931857926,"[[[-88.87973, 41.313992], [-88.781619, 41.313992], [-88.781619, 41.389591], [-88.87973, 41.389591]]]",Polygon,[],United States,US,"Ottawa, IL",584ada88a48bf220,Ottawa,city,https://api.twitter.com/1.1/geo/id/584ada88a48bf220.json,"Our Ottawa retail shop will be closed today (Saturday, January 12th) due to poor road conditions. Sorry for any inc… https://t.co/aVjhbzRQVK",False,Thu Feb 02 02:03:12 +0000 2017,True,False,Kristine's Shower specializes in hand made bath products brought straight to your door from https://t.co/tQA2uXTNDW. Natural skincare made by hand in the USA,"[{'expanded_url': 'http://kristinesshower.com', 'url': 'https://t.co/tQA2uXTNDW', 'indices': [92, 115], 'display_url': 'kristinesshower.com'}]","[{'expanded_url': 'http://www.kristinesshower.com', 'url': 'https://t.co/FCpyvCRua3', 'indices': [0, 23], 'display_url': 'kristinesshower.com'}]",589,False,171,False,744,True,True,826974218357243904,826974218357243904,False,False,en,2,"Peru, IL",Kristines Shower Inc,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/826974218357243904/1547048371,http://pbs.twimg.com/profile_images/1083025475818143744/tShTouiw_normal.jpg,https://pbs.twimg.com/profile_images/1083025475818143744/tShTouiw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,bathbombking,934,,none,https://t.co/FCpyvCRua3,,False
,"[-88.2883, 39.80006]",Point,Sat Jan 12 16:23:22 +0000 2019,,"[39.80006, -88.2883]",Point,1084123681092186112,"[[[-88.29429, 39.7805553], [-88.25781, 39.7805553], [-88.25781, 39.8205446], [-88.29429, 39.8205446]]]",Polygon,[],United States,US,"Tuscola, IL",f990e39ffab8ae79,Tuscola,city,https://api.twitter.com/1.1/geo/id/f990e39ffab8ae79.json,"We are closed today due to bad road conditions. Thank you! 🌨☃️❄️
#tuscola #centralillinois #champaignurbana… https://t.co/dj3QwM7H1Z",False,Fri Nov 05 03:24:32 +0000 2010,False,False,"VK offers tattoos and piercings in Tuscola, IL. Home of amazing genre-defying tattoos by co-owner/artist Ainslie Heilich. 217-253-2553",[],"[{'expanded_url': 'http://artofvintagekarma.com', 'url': 'https://t.co/pHRgGSw6Qo', 'indices': [0, 23], 'display_url': 'artofvintagekarma.com'}]",276,False,648,False,648,True,False,212094565,212094565,False,False,en,25,"Tuscola, IL",Vintage Karma,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,https://pbs.twimg.com/profile_banners/212094565/1454292185,http://pbs.twimg.com/profile_images/2590294839/nqr1gve4e5nhgbmp1bmx_normal.jpeg,https://pbs.twimg.com/profile_images/2590294839/nqr1gve4e5nhgbmp1bmx_normal.jpeg,2FC2EF,FFFFFF,252429,666666,True,False,vintage_karma,5563,,none,https://t.co/pHRgGSw6Qo,,False
,"[-112.0829, 33.68369]",Point,Sat Jan 12 15:06:32 +0000 2019,,"[33.68369, -112.0829]",Point,1084104346596503557,"[[[-112.3239143, 33.29026], [-111.9254391, 33.29026], [-111.9254391, 33.8154652], [-112.3239143, 33.8154652]]]",Polygon,[],United States,US,"Phoenix, AZ",5c62ffb0f0f3479d,Phoenix,city,https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json,Road closed due to broken water main in #Phoenix on 7th Ave Both NB/SB at Deer Vly Rd #PHXtraffic https://t.co/hUIi7YWVvM,False,Wed Feb 09 22:48:40 +0000 2011,False,False,Call in your Traffic Problems - 602-374-6300,[],"[{'expanded_url': 'http://TTWnetwork.com', 'url': 'http://t.co/8EKZi4k5rI', 'indices': [0, 22], 'display_url': 'TTWnetwork.com'}]",61,False,1974,False,187,True,False,249856377,249856377,False,False,en,131,"Phoenix, AZ",TTN Phoenix,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,https://pbs.twimg.com/profile_images/439098732013838337/8q9ZLgpa_normal.png,0084B4,C0DEED,DDEEF6,333333,True,False,TotalTrafficPHX,119849,,none,http://t.co/8EKZi4k5rI,,False
